Kingdom,Species,Number,Method,Type,Host,Lamp,Wavelength,Log,Fluence,Protocol,Tailing,Antibiotic_Resistant,Reference,Action_Spectrum
Bacteria,Escherichia coli,K12 IFO 3301,,Veg,,LP,,5,5.5,Y,N,,Otaki et al. 2003,N
Bacteria,Escherichia coli,K12 IFO 3301,,Veg,,LP,,6,6.2,Y,N,,Otaki et al. 2003,N
Bacteria,Escherichia coli,K12 IFO 3301,,Veg,,LP & MP,,1,2.2,Y,N,,Oguma et al. 2004,N
Bacteria,Escherichia coli,K12 IFO 3301,,Veg,,LP & MP,,2,4.4,Y,N,,Oguma et al. 2004,N
Bacteria,Escherichia coli,K12 IFO 3301,,Veg,,LP & MP,,3,6.7,Y,N,,Oguma et al. 2004,N
Bacteria,Escherichia coli,K12 IFO 3301,,Veg,,LP & MP,,4,8.9,Y,N,,Oguma et al. 2004,N
Bacteria,Escherichia coli,K12 IFO 3301,,Veg,,LP & MP,,5,11,Y,N,,Oguma et al. 2004,N
Bacteria,Escherichia coli,K12 IFO 3301,,Veg,,UV-LED,265,1,2.6,Y,N,,Oguma et al. 2013,N
Bacteria,Escherichia coli,K12 IFO 3301,,Veg,,UV-LED,265,2,4.7,Y,N,,Oguma et al. 2013,N
Bacteria,Escherichia coli,K12 IFO 3301,,Veg,,UV-LED,265,3,6.6,Y,N,,Oguma et al. 2013,N
Bacteria,Escherichia coli,K12 IFO 3301,,Veg,,UV-LED,265,4,9,Y,N,,Oguma et al. 2013,N
Bacteria,Escherichia coli,K12 IFO 3301,,Veg,,UV-LED,265,5,12,Y,N,,Oguma et al. 2013,N
Bacteria,Escherichia coli,K12 IFO 3301,,Veg,,UV-LED,280,1,3.4,Y,N,,Oguma et al. 2013,N
Bacteria,Escherichia coli,K12 IFO 3301,,Veg,,UV-LED,280,2,6.9,Y,N,,Oguma et al. 2013,N
Bacteria,Escherichia coli,K12 IFO 3301,,Veg,,UV-LED,280,3,10,Y,N,,Oguma et al. 2013,N
Bacteria,Escherichia coli,K12 IFO 3301,,Veg,,UV-LED,280,4,14,Y,N,,Oguma et al. 2013,N
Bacteria,Escherichia coli,K12 IFO 3301,,Veg,,LP,,1,1.9,Y,N,,Rattanakul et al. 2014,N
Bacteria,Escherichia coli,K12 IFO 3301,,Veg,,LP,,2,4,Y,N,,Rattanakul et al. 2014,N
Bacteria,Escherichia coli,K12 IFO 3301,,Veg,,LP,,3,6,Y,N,,Rattanakul et al. 2014,N
Bacteria,Escherichia coli,K12 IFO 3301,,Veg,,LP,,4,8,Y,N,,Rattanakul et al. 2014,N
Bacteria,Escherichia coli,K12 IFO 3301,,Veg,,UV-LED,285,1,7.8,Y,N,,Oguma et al. 2015,N
Bacteria,Escherichia coli,K12 IFO 3301,,Veg,,UV-LED,285,2,13,Y,N,,Oguma et al. 2015,N
Bacteria,Escherichia coli,K12 IFO 3301,,Veg,,UV-LED,285,3,16,Y,N,,Oguma et al. 2015,N
Bacteria,Escherichia coli,K12 IFO 3301,,Veg,,UV-LED,285,4,23,Y,N,,Oguma et al. 2015,N
Bacteria,Escherichia coli,K12 IFO 3301,,Veg,,UV-LED,285,5,34,Y,N,,Oguma et al. 2015,N
Bacteria,Escherichia coli,K12 IFO 3301,,Veg,,LP,,1,2,Y,N,,Oguma et al. 2001,N
Bacteria,Escherichia coli,K12 IFO 3301,,Veg,,LP,,2,4,Y,N,,Oguma et al. 2001,N
Bacteria,Escherichia coli,K12 IFO 3301,,Veg,,LP,,3,6,Y,N,,Oguma et al. 2001,N
Bacteria,Escherichia coli,NBIMB 9481,,Veg,,LP,,1,5.9,Y,N,,Quek & Hu 2008,N
Bacteria,Escherichia coli,NBIMB 9481,,Veg,,LP,,2,8,Y,N,,Quek & Hu 2008,N
Bacteria,Escherichia coli,NBIMB 9481,,Veg,,LP,,3,9.3,Y,N,,Quek & Hu 2008,N
Bacteria,Escherichia coli,NBIMB 9481,,Veg,,LP,,4,10.5,Y,N,,Quek & Hu 2008,N
Bacteria,Escherichia coli,NBIMB 9481,,Veg,,LP,,5,12,Y,N,,Quek & Hu 2008,N
Bacteria,Escherichia coli,NBIMB 9481,,Veg,,MP,,1,4.3,Y,N,,Quek & Hu 2008,N
Bacteria,Escherichia coli,NBIMB 9481,,Veg,,MP,,2,6.2,Y,N,,Quek & Hu 2008,N
Bacteria,Escherichia coli,NBIMB 9481,,Veg,,MP,,3,7.3,Y,N,,Quek & Hu 2008,N
Bacteria,Escherichia coli,NBIMB 9481,,Veg,,MP,,4,8.6,Y,N,,Quek & Hu 2008,N
Bacteria,Escherichia coli,NBIMB 10083,,Veg,,LP,,1,2.8,Y,N,,Quek & Hu 2008,N
Bacteria,Escherichia coli,NBIMB 10083,,Veg,,LP,,2,4.4,Y,N,,Quek & Hu 2008,N
Bacteria,Escherichia coli,NBIMB 10083,,Veg,,LP,,3,5.6,Y,N,,Quek & Hu 2008,N
Bacteria,Escherichia coli,NBIMB 10083,,Veg,,LP,,4,6.6,Y,N,,Quek & Hu 2008,N
Bacteria,Escherichia coli,NBIMB 10083,,Veg,,LP,,5,7.6,Y,N,,Quek & Hu 2008,N
Bacteria,Escherichia coli,NBIMB 10083,,Veg,,MP,,1,2.5,Y,N,,Quek & Hu 2008,N
Bacteria,Escherichia coli,NBIMB 10083,,Veg,,MP,,2,4.3,Y,N,,Quek & Hu 2008,N
Bacteria,Escherichia coli,NBIMB 10083,,Veg,,MP,,3,5.1,Y,N,,Quek & Hu 2008,N
Bacteria,Escherichia coli,NBIMB 10083,,Veg,,MP,,4,6,Y,N,,Quek & Hu 2008,N
Bacteria,Escherichia coli,NBIMB 10083,,Veg,,MP,,5,6.8,Y,N,,Quek & Hu 2008,N
Bacteria,Escherichia coli,NBIMB 10083,,Veg,,MP,,6,7.6,Y,N,,Quek & Hu 2008,N
Bacteria,Escherichia coli,OP50,,Veg,,LP,,1,2,Y,N,,Bichai et al. 2009,N
Bacteria,Escherichia coli,OP50,,Veg,,LP,,2,4.4,Y,N,,Bichai et al. 2009,N
Bacteria,Escherichia coli,OP50,,Veg,,LP,,3,6.7,Y,N,,Bichai et al. 2009,N
Bacteria,Escherichia coli,OP50,,Veg,,LP,,4,9.1,Y,N,,Bichai et al. 2009,N
Bacteria,Escherichia coli,O157:H7,,Veg,,LP,,1,1.5,N,N,,Tosa & Hirata 1999,N
Bacteria,Escherichia coli,O157:H7,,Veg,,LP,,2,3,N,N,,Tosa & Hirata 1999,N
Bacteria,Escherichia coli,O157:H7,,Veg,,LP,,3,4.5,N,N,,Tosa & Hirata 1999,N
Bacteria,Escherichia coli,O157:H7,,Veg,,LP,,4,6,N,N,,Tosa & Hirata 1999,N
Bacteria,Escherichia coli,O157:H7,,Veg,,LP,,1,2,N,N,,Yaun et al. 2003,N
Bacteria,Escherichia coli,O157:H7,,Veg,,LP,,2,2,N,N,,Yaun et al. 2003,N
Bacteria,Escherichia coli,O157:H7,,Veg,,LP,,3,2.5,N,N,,Yaun et al. 2003,N
Bacteria,Escherichia coli,O157:H7,,Veg,,LP,,4,4,N,N,,Yaun et al. 2003,N
Bacteria,Escherichia coli,O157:H7,,Veg,,LP,,5,8,N,N,,Yaun et al. 2003,N
Bacteria,Escherichia coli,O157:H7,,Veg,,LP,,6,17,N,N,,Yaun et al. 2003,N
Bacteria,Escherichia coli,O157:H7 ATCC 43894,,Veg,,LP,,1,1.4,Y,N,,Wilson et al. 1992,N
Bacteria,Escherichia coli,O157:H7 ATCC 43894,,Veg,,LP,,2,2.8,Y,N,,Wilson et al. 1992,N
Bacteria,Escherichia coli,O157:H7 ATCC 43894,,Veg,,LP,,3,4.2,Y,N,,Wilson et al. 1992,N
Bacteria,Escherichia coli,O157:H7 ATCC 43894,,Veg,,LP,,4,5.5,Y,N,,Wilson et al. 1992,N
Bacteria,Escherichia coli,O157:H7 ATCC 43894,,Veg,,LP,,5,6.9,Y,N,,Wilson et al. 1992,N
Bacteria,Escherichia coli,O157:H7 CCUG 29193,,Veg,,LP,,1,3.5,Y,N,,Sommer et al. 2000,N
Bacteria,Escherichia coli,O157:H7 CCUG 29193,,Veg,,LP,,2,4.7,Y,N,,Sommer et al. 2000,N
Bacteria,Escherichia coli,O157:H7 CCUG 29193,,Veg,,LP,,3,5.5,Y,N,,Sommer et al. 2000,N
Bacteria,Escherichia coli,O157:H7 CCUG 29193,,Veg,,LP,,4,7,Y,N,,Sommer et al. 2000,N
Bacteria,Escherichia coli,O157:H7 CCUG 29197,,Veg,,LP,,1,2.5,Y,N,,Sommer et al. 2000,N
Bacteria,Escherichia coli,O157:H7 CCUG 29197,,Veg,,LP,,2,3,Y,N,,Sommer et al. 2000,N
Bacteria,Escherichia coli,O157:H7 CCUG 29197,,Veg,,LP,,3,4.6,Y,N,,Sommer et al. 2000,N
Bacteria,Escherichia coli,O157:H7 CCUG 29197,,Veg,,LP,,4,5,Y,N,,Sommer et al. 2000,N
Bacteria,Escherichia coli,O157:H7 CCUG 29197,,Veg,,LP,,5,5.5,Y,N,,Sommer et al. 2000,N
Bacteria,Escherichia coli,O157:H7 CCUG 29199,,Veg,,LP,,1,0.4,Y,N,,Sommer et al. 2000,N
Bacteria,Escherichia coli,O157:H7 CCUG 29199,,Veg,,LP,,2,0.7,Y,N,,Sommer et al. 2000,N
Bacteria,Escherichia coli,O157:H7 CCUG 29199,,Veg,,LP,,3,1,Y,N,,Sommer et al. 2000,N
Bacteria,Escherichia coli,O157:H7 CCUG 29199,,Veg,,LP,,4,1.1,Y,N,,Sommer et al. 2000,N
Bacteria,Escherichia coli,O157:H7 CCUG 29199,,Veg,,LP,,5,1.3,Y,N,,Sommer et al. 2000,N
Bacteria,Escherichia coli,O157:H7 CCUG 29199,,Veg,,LP,,6,1.4,Y,N,,Sommer et al. 2000,N
Bacteria,Escherichia coli,O25:K98:NM,,Veg,,LP,,1,5,Y,N,,Sommer et al. 2000,N
Bacteria,Escherichia coli,O25:K98:NM,,Veg,,LP,,2,7.5,Y,N,,Sommer et al. 2000,N
Bacteria,Escherichia coli,O25:K98:NM,,Veg,,LP,,3,9,Y,N,,Sommer et al. 2000,N
Bacteria,Escherichia coli,O25:K98:NM,,Veg,,LP,,4,10,Y,N,,Sommer et al. 2000,N
Bacteria,Escherichia coli,O25:K98:NM,,Veg,,LP,,5,12,Y,N,,Sommer et al. 2000,N
Bacteria,Escherichia coli,O26,,Veg,,LP,,1,5.4,N,N,,Tosa & Hirata 1999,N
Bacteria,Escherichia coli,O26,,Veg,,LP,,2,8,N,N,,Tosa & Hirata 1999,N
Bacteria,Escherichia coli,O26,,Veg,,LP,,3,10.5,N,N,,Tosa & Hirata 1999,N
Bacteria,Escherichia coli,O26,,Veg,,LP,,4,12.8,N,N,,Tosa & Hirata 1999,N
Bacteria,Escherichia coli,O50:H7,,Veg,,LP,,1,2.5,Y,N,,Sommer et al. 2000,N
Bacteria,Escherichia coli,O50:H7,,Veg,,LP,,2,3,Y,N,,Sommer et al. 2000,N
Bacteria,Escherichia coli,O50:H7,,Veg,,LP,,3,3.5,Y,N,,Sommer et al. 2000,N
Bacteria,Escherichia coli,O50:H7,,Veg,,LP,,4,4.5,Y,N,,Sommer et al. 2000,N
Bacteria,Escherichia coli,O50:H7,,Veg,,LP,,5,5,Y,N,,Sommer et al. 2000,N
Bacteria,Escherichia coli,O50:H7,,Veg,,LP,,6,6,Y,N,,Sommer et al. 2000,N
Bacteria,Escherichia coli,O78:H11,,Veg,,LP,,1,4,Y,N,,Sommer et al. 2000,N
Bacteria,Escherichia coli,O78:H11,,Veg,,LP,,2,5,Y,N,,Sommer et al. 2000,N
Bacteria,Escherichia coli,O78:H11,,Veg,,LP,,3,5.5,Y,N,,Sommer et al. 2000,N
Bacteria,Escherichia coli,O78:H11,,Veg,,LP,,4,6,Y,N,,Sommer et al. 2000,N
Bacteria,Escherichia coli,O78:H11,,Veg,,LP,,5,7,Y,N,,Sommer et al. 2000,N
Bacteria,Escherichia coli,145,,Veg,,LP,,1,0.8,Y,N,Ampicillin,Templeton et al. 2009,N
Bacteria,Escherichia coli,145,,Veg,,LP,,2,1.9,Y,N,Ampicillin,Templeton et al. 2009,N
Bacteria,Escherichia coli,145,,Veg,,LP,,3,3,Y,N,Ampicillin,Templeton et al. 2009,N
Bacteria,Escherichia coli,145,,Veg,,LP,,4,4.7,Y,N,Ampicillin,Templeton et al. 2009,N
Bacteria,Escherichia coli,18,,Veg,,LP,,1,1.5,Y,N,Trimethoprim,Templeton et al. 2009,N
Bacteria,Escherichia coli,18,,Veg,,LP,,2,3,Y,N,Trimethoprim,Templeton et al. 2009,N
Bacteria,Escherichia coli,18,,Veg,,LP,,3,4,Y,N,Trimethoprim,Templeton et al. 2009,N
Bacteria,Escherichia coli,18,,Veg,,LP,,4,4.9,Y,N,Trimethoprim,Templeton et al. 2009,N
Bacteria,Escherichia coli,SMS-3-5,,Veg,,LP,,1,3,Y,N,,"McKinney & Pruden
2012",N
Bacteria,Escherichia coli,SMS-3-5,,Veg,,LP,,2,5.1,Y,N,,"McKinney & Pruden
2012",N
Bacteria,Escherichia coli,SMS-3-5,,Veg,,LP,,3,6.5,Y,N,,"McKinney & Pruden
2012",N
Bacteria,Escherichia coli,SMS-3-5,,Veg,,LP,,4,7.6,Y,N,,"McKinney & Pruden
2012",N
Bacteria,Escherichia coli,wild type,,Veg,,LP,,1,2.7,Y,N,,Butler et al. 1987,N
Bacteria,Escherichia coli,wild type,,Veg,,LP,,2,4,Y,N,,Butler et al. 1987,N
Bacteria,Escherichia coli,wild type,,Veg,,LP,,3,5.3,Y,N,,Butler et al. 1987,N
Bacteria,Escherichia coli,wild type,,Veg,,LP,,4,6.6,Y,N,,Butler et al. 1987,N
Bacteria,Escherichia coli,wild type,,Veg,,LP,,1,4.4,Y,N,,Sommer et al. 2000,N
Bacteria,Escherichia coli,wild type,,Veg,,LP,,2,6.2,Y,N,,Sommer et al. 2000,N
Bacteria,Escherichia coli,wild type,,Veg,,LP,,3,7.3,Y,N,,Sommer et al. 2000,N
Bacteria,Escherichia coli,wild type,,Veg,,LP,,4,8.1,Y,N,,Sommer et al. 2000,N
Bacteria,Escherichia coli,wild type,,Veg,,LP,,5,9.2,Y,N,,Sommer et al. 2000,N
Bacteria,Escherichia coli,wild type,,Veg,,LP,,1,2,Y,N,,Hu et al. 2012,N
Bacteria,Escherichia coli,wild type,,Veg,,LP,,2,3.6,Y,N,,Hu et al. 2012,N
Bacteria,Escherichia coli,wild type,,Veg,,LP,,3,5.2,Y,N,,Hu et al. 2012,N
Bacteria,Escherichia coli,wild type,,Veg,,LP,,4,6.8,Y,N,,Hu et al. 2012,N
Bacteria,Faecal coliforms,,,Veg,,LP,,1,6,Y,N,,Maya et al. 2003,N
Bacteria,Faecal coliforms,,,Veg,,LP,,2,9,Y,N,,Maya et al. 2003,N
Bacteria,Faecal coliforms,,,Veg,,LP,,3,13,Y,N,,Maya et al. 2003,N
Bacteria,Faecal coliforms,,,Veg,,LP,,4,22,Y,N,,Maya et al. 2003,N
Bacteria,Francisella tularensis,LVS,,Veg,,LP,,1,1.3,Y,N,,Rose & O’Connell 2009,N
Bacteria,Francisella tularensis,LVS,,Veg,,LP,,2,3.1,Y,N,,Rose & O’Connell 2009,N
Bacteria,Francisella tularensis,LVS,,Veg,,LP,,3,4.8,Y,N,,Rose & O’Connell 2009,N
Bacteria,Francisella tularensis,LVS,,Veg,,LP,,4,6.6,Y,N,,Rose & O’Connell 2009,N
Bacteria,Francisella tularensis,NY98,,Veg,,LP,,1,1.4,Y,N,,Rose & O’Connell 2009,N
Bacteria,Francisella tularensis,NY98,,Veg,,LP,,2,3.8,Y,N,,Rose & O’Connell 2009,N
Bacteria,Francisella tularensis,NY98,,Veg,,LP,,3,6.3,Y,N,,Rose & O’Connell 2009,N
Bacteria,Francisella tularensis,NY98,,Veg,,LP,,4,8.7,Y,N,,Rose & O’Connell 2009,N
Bacteria,Faecal streptococci,,,Veg,,LP,,1,9,Y,N,,Maya et al. 2003,N
Bacteria,Faecal streptococci,,,Veg,,LP,,2,14,Y,N,,Maya et al. 2003,N
Bacteria,Faecal streptococci,,,Veg,,LP,,3,22,Y,N,,Maya et al. 2003,N
Bacteria,Faecal streptococci,,,Veg,,LP,,4,30,Y,N,,Maya et al. 2003,N
Bacteria,Halobacterium elongata,ATCC 33173,,Veg,,LP,,1,0.4,N,N,,Martin et al. 2000,N
Bacteria,Halobacterium elongata,ATCC 33173,,Veg,,LP,,2,0.7,N,N,,Martin et al. 2000,N
Bacteria,Halobacterium elongata,ATCC 33173,,Veg,,LP,,3,1,N,N,,Martin et al. 2000,N
Bacteria,Halobacterium salibarum,ATCC 43214,,Veg,,LP,,1,12,N,N,,Martin et al. 2000,N
Bacteria,Halobacterium salibarum,ATCC 43214,,Veg,,LP,,2,15,N,N,,Martin et al. 2000,N
Bacteria,Halobacterium salibarum,ATCC 43214,,Veg,,LP,,3,18,N,N,,Martin et al. 2000,N
Bacteria,Halobacterium salibarum,ATCC 43214,,Veg,,LP,,4,20,N,N,,Martin et al. 2000,N
Bacteria,Helicobacter pylori,Texas isolate,,Veg,,LP,,1,2.2,Y,N,,Hayes et al. 2006,N
Bacteria,Helicobacter pylori,Texas isolate,,Veg,,LP,,2,3,Y,N,,Hayes et al. 2006,N
Bacteria,Helicobacter pylori,Texas isolate,,Veg,,LP,,3,3.8,Y,N,,Hayes et al. 2006,N
Bacteria,Helicobacter pylori,Texas isolate,,Veg,,LP,,4,4.6,Y,N,,Hayes et al. 2006,N
Bacteria,Helicobacter pylori,Texas isolate,,Veg,,LP,,5,5.7,Y,N,,Hayes et al. 2006,N
Bacteria,Helicobacter pylori,Texas isolate,,Veg,,LP,,6,6.6,Y,N,,Hayes et al. 2006,N
Bacteria,Helicobacter pylori,ATCC 43504,,Veg,,LP,,1,4.5,Y,N,,Hayes et al. 2006,N
Bacteria,Helicobacter pylori,ATCC 43504,,Veg,,LP,,2,5.7,Y,N,,Hayes et al. 2006,N
Bacteria,Helicobacter pylori,ATCC 43504,,Veg,,LP,,3,6.7,Y,N,,Hayes et al. 2006,N
Bacteria,Helicobacter pylori,ATCC 43504,,Veg,,LP,,4,7.5,Y,N,,Hayes et al. 2006,N
Bacteria,Helicobacter pylori,ATCC 43504,,Veg,,LP,,5,8,Y,N,,Hayes et al. 2006,N
Bacteria,Helicobacter pylori,ATCC 49503,,Veg,,LP,,1,1.7,Y,N,,Hayes et al. 2006,N
Bacteria,Helicobacter pylori,ATCC 49503,,Veg,,LP,,2,3.1,Y,N,,Hayes et al. 2006,N
Bacteria,Helicobacter pylori,ATCC 49503,,Veg,,LP,,3,4,Y,N,,Hayes et al. 2006,N
Bacteria,Helicobacter pylori,ATCC 49503,,Veg,,LP,,4,5.3,Y,N,,Hayes et al. 2006,N
Bacteria,Helicobacter pylori,ATCC 49503,,Veg,,LP,,5,7,Y,N,,Hayes et al. 2006,N
Bacteria,Klebsiella pneumoniae,,,Veg,,LP,,1,5,Y,N,,Giese & Darby 2000,N
Bacteria,Klebsiella pneumoniae,,,Veg,,LP,,2,7,Y,N,,Giese & Darby 2000,N
Bacteria,Klebsiella pneumoniae,,,Veg,,LP,,3,10,Y,N,,Giese & Darby 2000,N
Bacteria,Klebsiella pneumoniae,,,Veg,,LP,,4,12,Y,N,,Giese & Darby 2000,N
Bacteria,Klebsiella terrigena,ATCC 33257,,Veg,,LP,,1,3.6,Y,N,,Wilson et al. 1992,N
Bacteria,Klebsiella terrigena,ATCC 33257,,Veg,,LP,,2,6.4,Y,N,,Wilson et al. 1992,N
Bacteria,Klebsiella terrigena,ATCC 33257,,Veg,,LP,,3,9.3,Y,N,,Wilson et al. 1992,N
Bacteria,Klebsiella terrigena,ATCC 33257,,Veg,,LP,,4,12,Y,N,,Wilson et al. 1992,N
Bacteria,Klebsiella terrigena,ATCC 33257,,Veg,,LP,,5,15,Y,N,,Wilson et al. 1992,N
Bacteria,Legionella longbeachae,ATCC 33462,,Veg,,LP,,1,1.4,Y,N,,"Cervero-Arago et al.
2014",N
Bacteria,Legionella longbeachae,ATCC 33462,,Veg,,LP,,2,3,Y,N,,"Cervero-Arago et al.
2014",N
Bacteria,Legionella longbeachae,ATCC 33462,,Veg,,LP,,3,4.7,Y,N,,"Cervero-Arago et al.
2014",N
Bacteria,Legionella longbeachae,ATCC 33462,,Veg,,LP,,4,6.3,Y,N,,"Cervero-Arago et al.
2014",N
Bacteria,Legionella pneumophila,Philadelphia 2,,Veg,,LP,,1,0.9,N,N,,Antopol & Ellner 1979,N
Bacteria,Legionella pneumophila,Philadelphia 2,,Veg,,LP,,2,1.8,N,N,,Antopol & Ellner 1979,N
Bacteria,Legionella pneumophila,Philadelphia 2,,Veg,,LP,,3,2.8,N,N,,Antopol & Ellner 1979,N
Bacteria,Legionella pneumophila,Philadelphia 2,,Veg,,LP,,4,3.7,N,N,,Antopol & Ellner 1979,N
Bacteria,Legionella pneumophila,ATCC 33152,,Veg,,LP,,1,1.6,Y,N,,Oguma et al. 2004,N
Bacteria,Legionella pneumophila,ATCC 33152,,Veg,,LP,,2,3.2,Y,N,,Oguma et al. 2004,N
Bacteria,Legionella pneumophila,ATCC 33152,,Veg,,LP,,3,4.8,Y,N,,Oguma et al. 2004,N
Bacteria,Legionella pneumophila,ATCC 33152,,Veg,,LP,,4,6.4,Y,N,,Oguma et al. 2004,N
Bacteria,Legionella pneumophila,ATCC 33152,,Veg,,LP,,5,8,Y,N,,Oguma et al. 2004,N
Bacteria,Legionella pneumophila,ATCC 33152,,Veg,,MP,,1,1.9,Y,N,,Oguma et al. 2004,N
Bacteria,Legionella pneumophila,ATCC 33152,,Veg,,MP,,2,3.8,Y,N,,Oguma et al. 2004,N
Bacteria,Legionella pneumophila,ATCC 33152,,Veg,,MP,,3,5.8,Y,N,,Oguma et al. 2004,N
Bacteria,Legionella pneumophila,ATCC 33152,,Veg,,MP,,4,7.7,Y,N,,Oguma et al. 2004,N
Bacteria,Legionella pneumophila,ATCC 33152,,Veg,,MP,,5,9.6,Y,N,,Oguma et al. 2004,N
Bacteria,Legionella pneumophila,ATCC 33152,,Veg,,LP,,1,1.7,Y,N,,"Cervero-Arago et al.
2014",N
Bacteria,Legionella pneumophila,ATCC 33152,,Veg,,LP,,2,3,Y,N,,"Cervero-Arago et al.
2014",N
Bacteria,Legionella pneumophila,ATCC 33152,,Veg,,LP,,3,4.3,Y,N,,"Cervero-Arago et al.
2014",N
Bacteria,Legionella pneumophila,ATCC 33152,,Veg,,LP,,4,5.7,Y,N,,"Cervero-Arago et al.
2014",N
Bacteria,Legionella pneumophila,ATCC 33823,,Veg,,LP,,1,1.7,Y,N,,"Cervero-Aragó et al.
2014",N
Bacteria,Legionella pneumophila,ATCC 33823,,Veg,,LP,,2,3.1,Y,N,,"Cervero-Aragó et al.
2014",N
Bacteria,Legionella pneumophila,ATCC 33823,,Veg,,LP,,3,4.5,Y,N,,"Cervero-Aragó et al.
2014",N
Bacteria,Legionella pneumophila,ATCC 33823,,Veg,,LP,,4,5.8,Y,N,,"Cervero-Aragó et al.
2014",N
Bacteria,Legionella pneumophila,ATCC 43660,,Veg,,LP,,1,3,Y,N,,Wilson et al. 1992,N
Bacteria,Legionella pneumophila,ATCC 43660,,Veg,,LP,,2,5,Y,N,,Wilson et al. 1992,N
Bacteria,Legionella pneumophila,ATCC 43660,,Veg,,LP,,3,7.2,Y,N,,Wilson et al. 1992,N
Bacteria,Legionella pneumophila,ATCC 43660,,Veg,,LP,,4,9.3,Y,N,,Wilson et al. 1992,N
Bacteria,Legionella pneumophila,Sero group 1,,Veg,,LP,,1,1.7,Y,N,,"Cervero-Aragó et al.
2014",N
Bacteria,Legionella pneumophila,Sero group 1,,Veg,,LP,,2,2.9,Y,N,,"Cervero-Aragó et al.
2014",N
Bacteria,Legionella pneumophila,Sero group 1,,Veg,,LP,,3,4.2,Y,N,,"Cervero-Aragó et al.
2014",N
Bacteria,Legionella pneumophila,Sero group 1,,Veg,,LP,,4,5.4,Y,N,,"Cervero-Aragó et al.
2014",N
Bacteria,Legionella pneumophila,Sero group 8,,Veg,,LP,,1,1.8,Y,N,,"Cervero-Aragó et al.
2014",N
Bacteria,Legionella pneumophila,Sero group 8,,Veg,,LP,,2,3.3,Y,N,,"Cervero-Aragó et al.
2014",N
Bacteria,Legionella pneumophila,Sero group 8,,Veg,,LP,,3,4.7,Y,N,,"Cervero-Aragó et al.
2014",N
Bacteria,Legionella pneumophila,Sero group 8,,Veg,,LP,,4,6.1,Y,N,,"Cervero-Aragó et al.
2014",N
Bacteria,Leptospira,biflexa serovar patoc Patoc I,,Veg,,LP,,1,2.3,N,N,,"Stamm and Charon
1988",N
Bacteria,Leptospira,biflexa serovar patoc Patoc I,,Veg,,LP,,2,3.8,N,N,,"Stamm and Charon
1988",N
Bacteria,Leptospira,biflexa serovar patoc Patoc I,,Veg,,LP,,3,5.1,N,N,,"Stamm and Charon
1988",N
Bacteria,Leptospira,biflexa serovar patoc Patoc I,,Veg,,LP,,4,6.7,N,N,,"Stamm and Charon
1988",N
Bacteria,Leptospira,illini 3055,,Veg,,LP,,1,2.8,N,N,,"Stamm and Charon
1988",N
Bacteria,Leptospira,illini 3055,,Veg,,LP,,2,3.8,N,N,,"Stamm and Charon
1988",N
Bacteria,Leptospira,illini 3055,,Veg,,LP,,3,4.8,N,N,,"Stamm and Charon
1988",N
Bacteria,Leptospira,interrogans serovar Pomona Pomona,,Veg,,LP,,1,0.8,N,N,,"Stamm and Charon
1988",N
Bacteria,Leptospira,interrogans serovar Pomona Pomona,,Veg,,LP,,2,1.2,N,N,,"Stamm and Charon
1988",N
Bacteria,Leptospira,interrogans serovar Pomona Pomona,,Veg,,LP,,3,1.7,N,N,,"Stamm and Charon
1988",N
Bacteria,Listeria monocytogenes,,,Veg,,LP,,1,2.2,N,N,,Collins 1971,N
Bacteria,Listeria monocytogenes,,,Veg,,LP,,2,3,N,N,,Collins 1971,N
Bacteria,Listeria monocytogenes,,,Veg,,LP,,3,3.2,N,N,,Collins 1971,N
Bacteria,Listeria monocytogenes,,,Veg,,LP,,4,4.1,N,N,,Collins 1971,N
Bacteria,Listeria monocytogenes,,,Veg,,LP,,5,4.6,N,N,,Collins 1971,N
Bacteria,Mycobacterium avium,33B,,Veg,,LP,,1,5.8,Y,N,,Hayes et al. 2008,N
Bacteria,Mycobacterium avium,33B,,Veg,,LP,,2,8.1,Y,N,,Hayes et al. 2008,N
Bacteria,Mycobacterium avium,33B,,Veg,,LP,,3,10,Y,N,,Hayes et al. 2008,N
Bacteria,Mycobacterium avium,33B,,Veg,,LP,,4,13,Y,N,,Hayes et al. 2008,N
Bacteria,Mycobacterium avium,W41,,Veg,,LP,,1,5.7,Y,N,,Hayes et al. 2008,N
Bacteria,Mycobacterium avium,W41,,Veg,,LP,,2,7.9,Y,N,,Hayes et al. 2008,N
Bacteria,Mycobacterium avium,W41,,Veg,,LP,,3,10,Y,N,,Hayes et al. 2008,N
Bacteria,Mycobacterium avium,W41,,Veg,,LP,,4,12,Y,N,,Hayes et al. 2008,N
Bacteria,Mycobacterium avium,W41,,Veg,,LP,,5,15,Y,N,,Hayes et al. 2008,N
Bacteria,Mycobacterium avium,D55A01,,Veg,,LP,,1,6.4,Y,N,,Hayes et al. 2008,N
Bacteria,Mycobacterium avium,D55A01,,Veg,,LP,,2,9.4,Y,N,,Hayes et al. 2008,N
Bacteria,Mycobacterium avium,D55A01,,Veg,,LP,,3,12,Y,N,,Hayes et al. 2008,N
Bacteria,Mycobacterium avium,D55A01,,Veg,,LP,,4,15,Y,N,,Hayes et al. 2008,N
Bacteria,Mycobacterium avium hominissuis,HMC02 white transparent,,Veg,,LP,,1,7.7,Y,N,,Shin et al. 2008,N
